일자,제어지역,누적 시행회차,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2025-03-30,"경남, 전남, 전북, 충남, 광주, 부산, 울산",50,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-01,전남,51,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2025-04-02,전남,52,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-04,"전남, 전북",53,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2025-04-06,"전남, 전북, 충남, 강원, 경남, 충북, 광주, 부산, 울산, 대전, 세종",54,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2025-04-07,"전남, 전북, 광주 ",55,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-08,"전북, 전남, 광주",56,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-04-13,"전남, 전북, 경남, 경북, 광주, 대구",57,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-04-25,"전남, 경남, 전북, 경북  광주, 부산, 울산, 대구 ",58,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-26,"전남, 전북, 충남, 강원, 충북, 경남, 경북, 광주, 부산, 울산, 대전, 대구, 세종",59,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2025-04-27,"전남, 전북, 경북, 충남, 강원, 충북, 대전, 대구, 세종",60,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-28,"전남, 경남, 전북      ",61,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-04-29,"전남, 전북, 광주   ",62,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,"전남, 충남, 경남, 전북, 충북, 경북, 강원, 경기, 광주, 부산, 울산, 대구, 세종, 인천",63,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2025-05-04,"전남, 전북, 충남, 강원, 경남, 충북, 경북, 광주, 부산, 울산, 대전, 대구, 세종",64,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2025-05-07,"전남, 전북, 광주   ",65,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-05-08,전북,66,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-05-11,"전남, 전북, 경남, 광주   ",67,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-05-12,"전남, 전북, 광주   ",68,0,0,0,0,0,0,0,0,0,0,0,,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-05-18,"전남, 충남, 충북, 경북, 전북, 강원, 광주, 대전, 대구, 세종",69,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-05-25,"전북, 전남, 경북, 충남, 경남, 광주, 부산, 울산, 대전, 대구, 세종",70,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-06-01,"전남, 강원      ",71,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-06-03,전남,72,0,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2025-06-04,전남,73,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2025-06-05,전남,74,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-06-11,전남,75,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-09-23,"전남, 강원, 경남",76,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2025-10-11,"전남, 전북, 광주   ",77,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2025-10-20,"전남, 전북, 광주   ",78,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-01-27,전남,79,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-01-28,전남,80,0,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-02-06,"전남, 전북",81,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-02-17,"전남, 충남, 강원, 전북, 충북, 경북, 경남, 광주, 부산, 울산, 대전, 대구, 세종",82,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-02-18,"전남, 전북, 충남, 충북, 경북, 강원, 광주, 대전, 대구, 세종, ",83,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-02-19,전남,84,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-02-21,"전남, 전북",85,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-02-23,전남,86,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-04,전남,87,0,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-03-07,전남,88,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-08,"전남, 전북, 경북, 경남, 광주, 울산",89,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-13,전남,90,0,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-03-14,전남,91,0,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-19,전남,92,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-21,"전남, 강원, 충북, 경남, 경북, 전북, 광주, 부산, 울산",93,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-03-23,"전남, 경남, 전북, 경북, 광주, 울산",94,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-03-28,"전남, 경북, 강원, 충북, 전북, 경남, 광주, 부산, 울산, 대구",95,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-03-29,"전남, 경북, 충남, 경남, 전북, 광주, 부산, 울산, 대구",96,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-02,"전남, 경북, 전북, 경남, 광주, 부산, 울산",97,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-05,"전남, 경북, 전북, 충남, 충북, 강원, 경남, 광주, 부산, 울산, 대전, 대구, 세종",98,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-04-07,"전남, 경북, 전북, 충남",99,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-04-08,"전남, 경북, 전북, 경남, 충남, 광주, 부산, 울산, 대구",100,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-11,"전남, 경북, 경남, 충남, 전북, 광주, 부산, 울산, 대구",101,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-12,"전남, 경북, 강원, 충남, 경남, 충북, 전북, 광주, 부산, 울산, 대전, 대구, 세종",102,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-16,"전남, 경남, 경북, 충남, 전북, 광주, 부산, 울산, 대구",103,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-18,"충북, 충남, 전북",104,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-04-21,"전남, 경북, 전북, 경남, 광주, 부산, 울산, 대구",105,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-04-24,"전남, 경북, 전북, 경남, 충북, 충남, 광주, 부산, 울산, 대구",106,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-25,"전남, 경북, 충남, 경남, 전북, 충북, 광주, 부산, 울산, 대전, 대구, 세종",107,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-04-26,"전남, 경북, 전북, 충남, 강원, 충북, 경남, 광주, 부산, 울산, 대전, 대구, 세종",108,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-01,"전남, 경북, 전북, 충남, 충북, 경남, 광주, 부산, 울산, 대전, 대구, 세종",109,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-04,"전남, 경북, 전북, 충북, 충남, 경남, 광주, 부산, 울산, 대구",110,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-05,"전남, 경북, 전북, 충남, 강원, 충북, 경남, 광주, 부산, 울산, 대구",111,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-06,"전남, 경북, 전북, 경남, 충남, 충북, 광주, 부산, 울산, 대구",112,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-07,"전남, 경남, 경북, 전북, 광주, 부산, 울산, 대구",113,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-08,"전남, 경북, 경남, 충남, 전북, 충북, 광주, 부산, 울산",114,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-05-09,"전남, 경북, 충남, 강원, 충북, 전북, 경남, 광주, 부산, 울산, 대전, 대구, 세종",115,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-10,"전남, 경북, 전북, 충남, 강원, 경남, 충북, 광주, 부산, 울산, 대전, 대구, 세종",116,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0
2026-05-15,"전북, 충남, 충북",117,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-05-16,"전남, 전북, 충남, 경남, 경북, 광주, 부산, 울산",118,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-05-17,"전남, 전북, 경남, 경북, 광주, 부산, 울산, 대구",119,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2026-05-18,전남,120,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
2026-05-24,"전남, 전북, 경남, 경북, 광주, 부산, 울산",121,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-05-30,전남,122,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-05-31,"전남, 전북, 강원, 충북, 경북, 충남, 경남",123,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0
2026-06-06,"전남, 경북, 전북, 경남, 광주, 부산, 울산, 대구",124,0,0,0,0,0,0,0,0,0,0,0,출력제어,출력제어,출력제어,0,0,0,0,0,0,0,0,0,0
2026-06-13,"전남, 전북, 경북, 경남, 광주, 부산, 울산, 대구",125,0,0,0,0,0,0,0,0,0,0,0,0,출력제어,0,0,0,0,0,0,0,0,0,0,0
